filename,label
chip_000000.png,0
chip_000001.png,0
chip_000002.png,0
chip_000003.png,0
chip_000004.png,0
chip_000005.png,0
chip_000006.png,0
chip_000007.png,0
chip_000008.png,0
chip_000009.png,0
chip_000010.png,0
chip_000011.png,0
chip_000012.png,0
chip_000013.png,0
chip_000014.png,0
chip_000015.png,0
chip_000016.png,0
chip_000017.png,0
chip_000018.png,0
chip_000019.png,0
chip_000020.png,0
chip_000021.png,0
chip_000022.png,0
chip_000023.png,0
chip_000024.png,0
chip_000025.png,0
chip_000026.png,0
chip_000027.png,0
chip_000028.png,0
chip_000029.png,0
chip_000030.png,0
chip_000031.png,0
chip_000032.png,0
chip_000033.png,0
chip_000034.png,0
chip_000035.png,0
chip_000036.png,0
chip_000037.png,0
chip_000038.png,0
chip_000039.png,0
chip_000040.png,0
chip_000041.png,0
chip_000042.png,0
chip_000043.png,0
chip_000044.png,0
chip_000045.png,0
chip_000046.png,0
chip_000047.png,0
chip_000048.png,0
chip_000049.png,0
chip_000050.png,0
chip_000051.png,0
chip_000052.png,0
chip_000053.png,0
chip_000054.png,0
chip_000055.png,0
chip_000056.png,0
chip_000057.png,0
chip_000058.png,0
chip_000059.png,0
chip_000060.png,0
chip_000061.png,0
chip_000062.png,0
chip_000063.png,0
chip_000064.png,0
chip_000065.png,0
chip_000066.png,0
chip_000067.png,0
chip_000068.png,0
chip_000069.png,0
chip_000070.png,0
chip_000071.png,0
chip_000072.png,0
chip_000073.png,0
chip_000074.png,0
chip_000075.png,0
chip_000076.png,0
chip_000077.png,0
chip_000078.png,0
chip_000079.png,0
chip_000080.png,0
chip_000081.png,0
chip_000082.png,0
chip_000083.png,0
chip_000084.png,0
chip_000085.png,0
chip_000086.png,0
chip_000087.png,0
chip_000088.png,0
chip_000089.png,0
chip_000090.png,0
chip_000091.png,0
chip_000092.png,0
chip_000093.png,0
chip_000094.png,0
chip_000095.png,0
chip_000096.png,0
chip_000097.png,0
chip_000098.png,0
chip_000099.png,0
chip_000100.png,0
chip_000101.png,0
chip_000102.png,0
chip_000103.png,0
chip_000104.png,0
chip_000105.png,0
chip_000106.png,0
chip_000107.png,0
chip_000108.png,0
chip_000109.png,0
chip_000110.png,0
chip_000111.png,0
chip_000112.png,0
chip_000113.png,0
chip_000114.png,0
